route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7342,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-09-01,202009,SAT.,0.7517,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-09-01,202009,SUN.,0.7524,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7136,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-09-01,202009,SAT.,0.7194,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-09-01,202009,SUN.,0.704,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.6868,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-09-01,202009,SAT.,0.7023,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-09-01,202009,SUN.,0.7683,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7284,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-09-01,202009,SAT.,0.7227,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-09-01,202009,SUN.,0.6964,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.8022,
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.8435,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-09-01,202009,SAT.,0.5045,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-09-01,202009,SUN.,0.63,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6175,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-09-01,202009,SAT.,0.6998,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-09-01,202009,SUN.,0.6978,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6447,
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7192,
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-09-01,202009,SAT.,0.7021,
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-09-01,202009,SUN.,0.768,
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7519,
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-09-01,202009,SAT.,0.7067,
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-09-01,202009,SUN.,0.6721,
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7216,
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-09-01,202009,SAT.,0.6477,
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-09-01,202009,SUN.,0.7158,
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6849,
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-09-01,202009,SAT.,0.7634,
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-09-01,202009,SUN.,0.7455,
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.729,
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-09-01,202009,SAT.,0.7386,
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.5983,
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-09-01,202009,SAT.,0.7608,
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-09-01,202009,SUN.,0.6418,
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7275,
77,077,77 - PENN HILLS,East Liberty,Bus,2020-09-01,202009,SAT.,0.7513,
77,077,77 - PENN HILLS,East Liberty,Bus,2020-09-01,202009,SUN.,0.5587,
77,077,77 - PENN HILLS,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.5935,
79,079,79 - EAST HILLS,East Liberty,Bus,2020-09-01,202009,SAT.,0.6006,
79,079,79 - EAST HILLS,East Liberty,Bus,2020-09-01,202009,SUN.,0.6876,
79,079,79 - EAST HILLS,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7442,
81,081,81 - OAK HILL,West Mifflin,Bus,2020-09-01,202009,SAT.,0.6141,
81,081,81 - OAK HILL,West Mifflin,Bus,2020-09-01,202009,SUN.,0.6383,
81,081,81 - OAK HILL,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.698,
82,082,82 - LINCOLN,East Liberty,Bus,2020-09-01,202009,SAT.,0.5518,
82,082,82 - LINCOLN,East Liberty,Bus,2020-09-01,202009,SUN.,0.6528,
82,082,82 - LINCOLN,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6404,
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-09-01,202009,SAT.,0.5955,
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-09-01,202009,SUN.,0.6244,
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7097,
86,086,86 - LIBERTY,East Liberty,Bus,2020-09-01,202009,SAT.,0.5403,
86,086,86 - LIBERTY,East Liberty,Bus,2020-09-01,202009,SUN.,0.5693,
86,086,86 - LIBERTY,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6121,
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-09-01,202009,SAT.,0.7678,
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-09-01,202009,SUN.,0.92,
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7689,
88,088,88 - PENN,East Liberty,Bus,2020-09-01,202009,SAT.,0.5881,
88,088,88 - PENN,East Liberty,Bus,2020-09-01,202009,SUN.,0.503,
88,088,88 - PENN,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6132,
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-09-01,202009,SAT.,0.8497,
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-09-01,202009,SUN.,0.8616,
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7726,
91,091,91 - BUTLER STREET,Ross,Bus,2020-09-01,202009,SAT.,0.5768,
91,091,91 - BUTLER STREET,Ross,Bus,2020-09-01,202009,SUN.,0.5932,
91,091,91 - BUTLER STREET,Ross,Bus,2020-09-01,202009,WEEKDAY,0.6527,
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7261,
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-09-01,202009,SAT.,0.8503,
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-09-01,202009,SUN.,0.8745,
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-09-01,202009,WEEKDAY,0.8116,
G3,G3,G3 - MOON FLYER,Collier,Bus,2020-09-01,202009,WEEKDAY,0.8118,
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2020-09-01,202009,WEEKDAY,0.4974,
O1,O1,O1 - ROSS FLYER,Ross,Bus,2020-09-01,202009,WEEKDAY,0.6596,
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2020-09-01,202009,WEEKDAY,0.6054,
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2020-09-01,202009,WEEKDAY,0.6776,
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-09-01,202009,SAT.,0.8484,
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-09-01,202009,SUN.,0.7784,
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.8754,
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6704,
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7159,
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2020-09-01,202009,WEEKDAY,0.6705,
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6763,
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7631,
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.8533,
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.9018,
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7191,
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-09-01,202009,SAT.,0.7192,
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-09-01,202009,SUN.,0.7234,
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6715,
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6617,
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7534,
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.7307,
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7661,
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2020-09-01,202009,WEEKDAY,0.6427,
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2020-09-01,202009,SAT.,0.9599,
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2020-09-01,202009,SUN.,0.9234,
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2020-09-01,202009,WEEKDAY,0.8761,
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.6699,
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.7495,
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-09-01,202009,SAT.,0.8271,
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-09-01,202009,SUN.,0.7289,
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.6726,
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-09-01,202009,SAT.,0.6912,
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.6904,
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-09-01,202009,SAT.,0.5481,
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-09-01,202009,SUN.,0.4251,
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-09-01,202009,WEEKDAY,0.5405,
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-10-01,202010,SAT.,0.4849,
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-10-01,202010,SUN.,0.5836,
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-10-01,202010,WEEKDAY,0.634,
11,011,11 - FINEVIEW,Ross,Bus,2020-10-01,202010,SAT.,0.7231,
11,011,11 - FINEVIEW,Ross,Bus,2020-10-01,202010,SUN.,0.6791,
11,011,11 - FINEVIEW,Ross,Bus,2020-10-01,202010,WEEKDAY,0.8016,
12,012,12 - MCKNIGHT,Ross,Bus,2020-10-01,202010,SAT.,0.6177,
12,012,12 - MCKNIGHT,Ross,Bus,2020-10-01,202010,SUN.,0.6667,
12,012,12 - MCKNIGHT,Ross,Bus,2020-10-01,202010,WEEKDAY,0.7362,
13,013,13 - BELLEVUE,Ross,Bus,2020-10-01,202010,SAT.,0.6086,
13,013,13 - BELLEVUE,Ross,Bus,2020-10-01,202010,SUN.,0.7132,
13,013,13 - BELLEVUE,Ross,Bus,2020-10-01,202010,WEEKDAY,0.7143,
14,014,14 - OHIO VALLEY,Ross,Bus,2020-10-01,202010,SAT.,0.7278,
14,014,14 - OHIO VALLEY,Ross,Bus,2020-10-01,202010,SUN.,0.744,
14,014,14 - OHIO VALLEY,Ross,Bus,2020-10-01,202010,WEEKDAY,0.7405,
15,015,15 - CHARLES,Ross,Bus,2020-10-01,202010,SAT.,0.6218,
15,015,15 - CHARLES,Ross,Bus,2020-10-01,202010,SUN.,0.6043,
15,015,15 - CHARLES,Ross,Bus,2020-10-01,202010,WEEKDAY,0.7446,
16,016,16 - BRIGHTON,Ross,Bus,2020-10-01,202010,SAT.,0.6799,
16,016,16 - BRIGHTON,Ross,Bus,2020-10-01,202010,SUN.,0.7256,
16,016,16 - BRIGHTON,Ross,Bus,2020-10-01,202010,WEEKDAY,0.754,
17,017,17 - SHADELAND,Ross,Bus,2020-10-01,202010,SAT.,0.6283,
17,017,17 - SHADELAND,Ross,Bus,2020-10-01,202010,SUN.,0.6653,
17,017,17 - SHADELAND,Ross,Bus,2020-10-01,202010,WEEKDAY,0.6504,
18,018,18 - MANCHESTER,Ross,Bus,2020-10-01,202010,WEEKDAY,0.9537,
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-10-01,202010,WEEKDAY,0.5771,
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-10-01,202010,SAT.,0.6125,
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-10-01,202010,SUN.,0.2385,
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-10-01,202010,WEEKDAY,0.6174,
20,020,20 - KENNEDY,Collier,Bus,2020-10-01,202010,WEEKDAY,0.6813,
21,021,21 - CORAOPOLIS,Collier,Bus,2020-10-01,202010,SAT.,0.686,
21,021,21 - CORAOPOLIS,Collier,Bus,2020-10-01,202010,SUN.,0.7122,
21,021,21 - CORAOPOLIS,Collier,Bus,2020-10-01,202010,WEEKDAY,0.6898,
22,022,22 - MCCOY,Collier,Bus,2020-10-01,202010,SAT.,0.649,
22,022,22 - MCCOY,Collier,Bus,2020-10-01,202010,WEEKDAY,0.6846,
24,024,24 - WEST PARK,Collier,Bus,2020-10-01,202010,SAT.,0.6134,
24,024,24 - WEST PARK,Collier,Bus,2020-10-01,202010,SUN.,0.5802,
24,024,24 - WEST PARK,Collier,Bus,2020-10-01,202010,WEEKDAY,0.6971,
26,026,26 - CHARTIERS,Collier,Bus,2020-10-01,202010,SAT.,0.8506,
26,026,26 - CHARTIERS,Collier,Bus,2020-10-01,202010,SUN.,0.7649,
26,026,26 - CHARTIERS,Collier,Bus,2020-10-01,202010,WEEKDAY,0.8429,
27,027,27 - FAIRYWOOD,Collier,Bus,2020-10-01,202010,SAT.,0.8754,
27,027,27 - FAIRYWOOD,Collier,Bus,2020-10-01,202010,SUN.,0.7678,
27,027,27 - FAIRYWOOD,Collier,Bus,2020-10-01,202010,WEEKDAY,0.8261,
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-10-01,202010,SAT.,0.5352,
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-10-01,202010,SUN.,0.6735,
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.6697,
29,029,29 - ROBINSON,Collier,Bus,2020-10-01,202010,WEEKDAY,0.6156,
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-10-01,202010,SAT.,0.5209,
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-10-01,202010,SUN.,0.5805,
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-10-01,202010,WEEKDAY,0.521,
36,036,36 - BANKSVILLE,Collier,Bus,2020-10-01,202010,WEEKDAY,0.7264,
38,038,38 - GREEN TREE,Collier,Bus,2020-10-01,202010,SAT.,0.7762,
38,038,38 - GREEN TREE,Collier,Bus,2020-10-01,202010,SUN.,0.6619,
38,038,38 - GREEN TREE,Collier,Bus,2020-10-01,202010,WEEKDAY,0.6996,
39,039,39 - BROOKLINE,Collier,Bus,2020-10-01,202010,SAT.,0.775,
39,039,39 - BROOKLINE,Collier,Bus,2020-10-01,202010,WEEKDAY,0.7632,
4,004,4 - TROY HILL,Ross,Bus,2020-10-01,202010,SAT.,0.6222,
4,004,4 - TROY HILL,Ross,Bus,2020-10-01,202010,WEEKDAY,0.6985,
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-10-01,202010,SAT.,0.7432,
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-10-01,202010,SUN.,0.8178,
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-10-01,202010,WEEKDAY,0.7173,
41,041,41 - BOWER HILL,Collier,Bus,2020-10-01,202010,SAT.,0.6354,
41,041,41 - BOWER HILL,Collier,Bus,2020-10-01,202010,SUN.,0.6598,
41,041,41 - BOWER HILL,Collier,Bus,2020-10-01,202010,WEEKDAY,0.708,
43,043,43 - BAILEY,Collier,Bus,2020-10-01,202010,SAT.,0.6857,
43,043,43 - BAILEY,Collier,Bus,2020-10-01,202010,SUN.,0.7194,
43,043,43 - BAILEY,Collier,Bus,2020-10-01,202010,WEEKDAY,0.7751,
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-10-01,202010,SAT.,0.7295,
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-10-01,202010,SUN.,0.7804,
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-10-01,202010,WEEKDAY,0.757,
48,048,48 - ARLINGTON,Collier,Bus,2020-10-01,202010,SAT.,0.7102,
48,048,48 - ARLINGTON,Collier,Bus,2020-10-01,202010,SUN.,0.7008,
48,048,48 - ARLINGTON,Collier,Bus,2020-10-01,202010,WEEKDAY,0.7576,
51,051,51 - CARRICK,West Mifflin,Bus,2020-10-01,202010,SAT.,0.6055,
51,051,51 - CARRICK,West Mifflin,Bus,2020-10-01,202010,SUN.,0.6024,
51,051,51 - CARRICK,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.6764,
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7989,
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.6575,
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-10-01,202010,SAT.,0.669,
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-10-01,202010,SUN.,0.723,
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.733,
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-10-01,202010,SAT.,0.5831,
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-10-01,202010,SUN.,0.6252,
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-10-01,202010,WEEKDAY,0.6222,
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7298,
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-10-01,202010,SUN.,0.7433,
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.728,
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7155,
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-10-01,202010,SUN.,0.7593,
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.6415,
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-10-01,202010,SAT.,0.6433,
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-10-01,202010,SUN.,0.7217,
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7164,
58,058,58 - GREENFIELD,East Liberty,Bus,2020-10-01,202010,SAT.,0.6421,
58,058,58 - GREENFIELD,East Liberty,Bus,2020-10-01,202010,SUN.,0.9444,
58,058,58 - GREENFIELD,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.666,
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7283,
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-10-01,202010,SUN.,0.6852,
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.6925,
6,006,6 - SPRING HILL,Ross,Bus,2020-10-01,202010,SAT.,0.7139,
6,006,6 - SPRING HILL,Ross,Bus,2020-10-01,202010,SUN.,0.6694,
6,006,6 - SPRING HILL,Ross,Bus,2020-10-01,202010,WEEKDAY,0.7905,
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7559,
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.8332,
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7518,
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-10-01,202010,SUN.,0.7121,
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7334,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7247,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-10-01,202010,SUN.,0.7178,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7149,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7408,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-10-01,202010,SUN.,0.7619,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.694,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-10-01,202010,SAT.,0.7199,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-10-01,202010,SUN.,0.7645,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7186,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-10-01,202010,SAT.,0.7136,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-10-01,202010,SUN.,0.6905,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7825,
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.8342,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-10-01,202010,SAT.,0.4727,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-10-01,202010,SUN.,0.5997,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.6161,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-10-01,202010,SAT.,0.5739,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-10-01,202010,SUN.,0.7749,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.6552,
7,007,7 - SPRING GARDEN,Ross,Bus,2020-10-01,202010,WEEKDAY,0.7206,
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.7242,
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-10-01,202010,SAT.,0.668,
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-10-01,202010,SUN.,0.7625,
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.7222,
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-10-01,202010,SAT.,0.7506,
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-10-01,202010,SUN.,0.6705,
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.7294,
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-10-01,202010,SAT.,0.6093,
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-10-01,202010,SUN.,0.6565,
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.6418,
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-10-01,202010,SAT.,0.7349,
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-10-01,202010,SUN.,0.765,
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.7199,
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-10-01,202010,SAT.,0.7243,
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.6063,
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-10-01,202010,SAT.,0.7668,
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-10-01,202010,SUN.,0.6512,
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.7271,
77,077,77 - PENN HILLS,East Liberty,Bus,2020-10-01,202010,SAT.,0.6098,
77,077,77 - PENN HILLS,East Liberty,Bus,2020-10-01,202010,SUN.,0.5603,
77,077,77 - PENN HILLS,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.5462,
79,079,79 - EAST HILLS,East Liberty,Bus,2020-10-01,202010,SAT.,0.5288,
79,079,79 - EAST HILLS,East Liberty,Bus,2020-10-01,202010,SUN.,0.6737,
79,079,79 - EAST HILLS,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.7588,
8,008,8 - PERRYSVILLE,Ross,Bus,2020-10-01,202010,SAT.,0.6946,
8,008,8 - PERRYSVILLE,Ross,Bus,2020-10-01,202010,SUN.,0.7799,
8,008,8 - PERRYSVILLE,Ross,Bus,2020-10-01,202010,WEEKDAY,0.7799,
81,081,81 - OAK HILL,West Mifflin,Bus,2020-10-01,202010,SAT.,0.6686,
81,081,81 - OAK HILL,West Mifflin,Bus,2020-10-01,202010,SUN.,0.724,
81,081,81 - OAK HILL,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7492,
82,082,82 - LINCOLN,East Liberty,Bus,2020-10-01,202010,SAT.,0.587,
82,082,82 - LINCOLN,East Liberty,Bus,2020-10-01,202010,SUN.,0.7017,
82,082,82 - LINCOLN,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.5978,
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-10-01,202010,SAT.,0.6207,
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-10-01,202010,SUN.,0.6667,
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,0.7379,
86,086,86 - LIBERTY,East Liberty,Bus,2020-10-01,202010,SAT.,0.571,
86,086,86 - LIBERTY,East Liberty,Bus,2020-10-01,202010,SUN.,0.6011,
86,086,86 - LIBERTY,East Liberty,Bus,2020-10-01,202010,WEEKDAY,0.5752,
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-10-01,202010,SAT.,0.8135,
